yorum,urun_adı,puanı
Güzel fakat ben lorealin maskaralarından daha memnun kaldım. Fiyat olarak uygun. Verdiğin paraya değer.,maybelline new york lash sensational maskara,3
ürün bantlı geldi güzel,maybelline new york lash sensational maskara,4
Her zaman maskara ilk tercihim. Çok uzun süre gidiyor ve çok güzel,maybelline new york lash sensational maskara,5
daha öncede kullandığım ürün olduğu için kalitesi iyi ürün,nivea hassas serinletici balsam,5
ürün gayet iyi. cildi hem ferahlatıyor hem de yumuşatıp tahrişini azaltıyor.,nivea hassas serinletici balsam,5
Hızlı ve güvenilir.,nivea hassas serinletici balsam,5
su gibi bir şey parasını hak etmiyor bir daha almam,nivea hassas serinletici balsam,2
ciltteki yanmayı alıyor ve kızarıklıkları hafifletiyor ama yinede farklı markaları denemek gerekiyor.,nivea hassas serinletici balsam,3
ürün cildimi hakkaten yumuşattı tavsiye edrim.,nivea hassas serinletici balsam,4
Nivea kalitesini konuşturmuş. Hassas ciltler için birebir. Kızarıklık ve tahrişi önlüyor. Kokusu da iyi.,nivea hassas serinletici balsam,4
Ürünü daha önce kullandım bittiği için tekrar sipariş ettim gayet iyi alacak arkadaşlara tavsiye ederim kargo özenle hazırlanmış ürün fiyat olarak bana biraz pahalı geldi onun dışında tıraştan sonra özellikle kış aylarında cildin kuru kalmasına engel oluyor ve yumuşak kalmasını sağlıyor. 1 yıldızı fiyatı pahalı olduğu için kırıyorum.,nivea hassas serinletici balsam,4
uzun yıllardır kullanıyorum.fiyat çok uygun.,nivea hassas serinletici balsam,5
Ürün kalitesini bildiğim için aldım.,nivea hassas serinletici balsam,4
fena değildi,pantene saç bakım kremi,3
bilinen ürünleri buradan uygun fiyatla almak alışverişi kolaylaştırıyor 👍,pantene saç bakım kremi,4
Bende kepek yaptı. İlk defa kullandığım içinde olabilir .,pantene saç bakım kremi,3
Fiyatı uygun ürün kaliteli.,pantene saç bakım kremi,4
Kokusu harikaa,pantene saç bakım kremi,5
Yumuşacık yapıyor saçları,pantene saç bakım kremi,5
paketleme gayet iyi,pantene saç bakım kremi,5
Paketleme iyi,pantene saç bakım kremi,4
